"","mit_sku","year","month","mfg","unit_sale","cost","conductor","phase","kva","p_volt","s_volt","date","weeks_time"
"2269","MIT-DRY-127",2021,5,"hps",1664,1334.4,"AL","3",45,"240D","208Y",2021-05-01,152.1
"2270","MIT-DRY-127",2021,6,"hps",1664,1334.4,"AL","3",45,"240D","208Y",2021-06-01,156.6
"2271","MIT-AUT-108",2021,4,"hps",3734,1330.6,"CU","3",150,"600Y","480Y",2021-04-01,147.9
"2272","MIT-DRY-132",2020,3,"hps",1617,1327.1,"AL","3",30,"208D","480Y",2020-03-01,91.3
"2273","MIT-DRY-163",2020,11,"hps",1800,1326.08786368223,"AL","3",45,"600D","480Y",2020-11-01,126.3
"2274","MIT-DRY-224",2022,3,"hps",1829,1324.65,"AL","1",25,"208","120/240",2022-03-01,195.6
"2275","MIT-DRY-224",2022,3,"hps",1766,1324.65,"AL","1",25,"208","120/240",2022-03-01,195.6
"2276","MIT-DIT-107",2021,4,"hps",2019,1322.4,"AL","3",51,"480D","480Y",2021-04-01,147.9
"2277","MIT-DRY-211",2021,10,"mgm",2099,1321,"AL","3",15,"240D","380x400x416Y",2021-10-01,174
"2278","MIT-DRY-211",2021,6,"mgm",2000,1321,"AL","3",15,"240D","380x400x416Y",2021-06-01,156.6
"2279","MIT-DRY-211",2022,2,"mgm",2622,1321,"AL","3",15,"240D","380x400x416Y",2022-02-01,191.6
"2280","MIT-DRY-211",2021,8,"mgm",2099,1321,"AL","3",15,"240D","380x400x416Y",2021-08-01,165.3
"2281","MIT-DRY-211",2021,6,"mgm",2099,1321,"AL","3",15,"240D","380x400x416Y",2021-06-01,156.6
"2282","MIT-DRY-211",2022,1,"mgm",2402,1321,"AL","3",15,"240D","380x400x416Y",2022-01-01,187.1
"2283","MIT-DRY-211",2021,12,"mgm",1793,1321,"AL","3",15,"240D","380x400x416Y",2021-12-01,182.7
"2284","MIT-DRY-211",2022,2,"mgm",1704,1321,"AL","3",15,"240D","380x400x416Y",2022-02-01,191.6
"2285","MIT-DRY-172",2021,7,"hps",1650,1319.8,"AL","3",45,"600D","208Y",2021-07-01,160.9
"2286","MIT-DRY-187",2019,2,"hps",1559,1318.57522786589,"AL","3",15,"208D","380x400x416Y",2019-02-01,35
"2287","MIT-DRY-111",2021,8,"hps",1750,1318.3,"AL","3",45,"480D","240D/CT",2021-08-01,165.3
"2288","MIT-DRY-102",2021,9,"hps",1719,1318.3,"AL","3",45,"480D","208Y",2021-09-01,169.7
"2289","MIT-DRY-102",2021,10,"hps",1719,1318.3,"AL","3",45,"480D","208Y",2021-10-01,174
"2290","MIT-DRY-132",2019,10,"hps",1834,1317.7,"AL","3",30,"208D","480Y",2019-10-01,69.6
"2291","MIT-DRY-163",2018,9,"hps",1640,1312.42,"AL","3",45,"600D","480Y",2018-09-01,13.1
"2292","MIT-DRY-133",2018,10,"hps",1721,1310.71,"AL","3",45,"208D","480Y",2018-10-01,17.4
"2293","MIT-DRY-141",2019,1,"hps",1956,1310.71,"AL","3",45,"240D","480Y",2019-01-01,30.6
"2294","MIT-DRY-153",2018,10,"hps",1955,1310.71,"AL","3",45,"480D","480Y",2018-10-01,17.4
"2295","MIT-DRY-133",2018,9,"hps",1721,1310.71,"AL","3",45,"208D","480Y",2018-09-01,13.1
"2296","MIT-DRY-133",2018,6,"hps",1542,1310.71,"AL","3",45,"208D","480Y",2018-06-01,0
"2297","MIT-DRY-141",2018,10,"hps",2059,1310.71,"AL","3",45,"240D","480Y",2018-10-01,17.4
"2298","MIT-DRY-133",2018,7,"hps",1542,1310.71,"AL","3",45,"208D","480Y",2018-07-01,4.3
"2299","MIT-DRY-153",2018,9,"hps",1955,1310.71,"AL","3",45,"480D","480Y",2018-09-01,13.1
"2300","MIT-DRY-133",2018,11,"hps",1738.85,1310.71,"AL","3",45,"208D","480Y",2018-11-01,21.9
"2301","MIT-DRY-141",2018,7,"hps",1872,1310.71,"AL","3",45,"240D","480Y",2018-07-01,4.3
"2302","MIT-DRY-141",2018,9,"hps",2059,1310.71,"AL","3",45,"240D","480Y",2018-09-01,13.1
"2303","MIT-DRY-141",2018,11,"hps",2059,1310.71,"AL","3",45,"240D","480Y",2018-11-01,21.9
"2304","MIT-DRY-133",2019,1,"hps",1721,1310.71,"AL","3",45,"208D","480Y",2019-01-01,30.6
"2305","MIT-DRY-133",2018,12,"hps",1721,1310.71,"AL","3",45,"208D","480Y",2018-12-01,26.1
"2306","MIT-DRY-141",2018,8,"hps",1872,1310.71,"AL","3",45,"240D","480Y",2018-08-01,8.7
"2307","MIT-DRY-141",2018,11,"hps",1956,1310.71,"AL","3",45,"240D","480Y",2018-11-01,21.9
"2308","MIT-DRY-133",2018,7,"hps",1557,1310.71,"AL","3",45,"208D","480Y",2018-07-01,4.3
"2309","MIT-DRY-141",2018,12,"hps",1956,1310.71,"AL","3",45,"240D","480Y",2018-12-01,26.1
"2310","MIT-AUT-114",2021,11,"hps",1575,1310.1,"CU","3",30,"600Y","208Y",2021-11-01,178.4
"2311","MIT-DRY-231",2021,10,"mgm",2373,1305,"AL","3",45,"208D","240D/CT",2021-10-01,174
"2312","MIT-DRY-231",2021,8,"mgm",2373,1305,"AL","3",45,"208D","240D/CT",2021-08-01,165.3
"2313","MIT-DRY-231",2021,7,"mgm",2175,1305,"AL","3",45,"208D","240D/CT",2021-07-01,160.9
"2314","MIT-DRY-231",2021,9,"mgm",2373,1305,"AL","3",45,"208D","240D/CT",2021-09-01,169.7
"2315","MIT-DRY-231",2022,1,"mgm",2573,1305,"AL","3",45,"208D","240D/CT",2022-01-01,187.1
"2316","MIT-DRY-162",2021,5,"hps",1808,1302.3,"AL","3",30,"600D","480Y",2021-05-01,152.1
"2317","MIT-DRY-162",2021,4,"hps",1954,1302.3,"AL","3",30,"600D","480Y",2021-04-01,147.9
"2318","MIT-DRY-163",2019,3,"hps",1640,1296.27,"AL","3",45,"600D","480Y",2019-03-01,39
"2319","MIT-DRY-163",2020,8,"hps",1800,1296.27,"AL","3",45,"600D","480Y",2020-08-01,113.1
"2320","MIT-DRY-163",2020,10,"hps",1800,1296.27,"AL","3",45,"600D","480Y",2020-10-01,121.9
"2321","MIT-DRY-133",2020,3,"hps",2100,1294.5,"AL","3",45,"208D","480Y",2020-03-01,91.3
"2322","MIT-DRY-141",2019,7,"hps",2300,1294.5,"AL","3",45,"240D","480Y",2019-07-01,56.4
"2323","MIT-DRY-141",2021,1,"hps",2118,1294.5,"AL","3",45,"240D","480Y",2021-01-01,135
"2324","MIT-DRY-141",2020,12,"hps",1925,1294.5,"AL","3",45,"240D","480Y",2020-12-01,130.6
"2325","MIT-DRY-133",2019,12,"hps",2100,1294.5,"AL","3",45,"208D","480Y",2019-12-01,78.3
"2326","MIT-DRY-133",2020,12,"hps",1925,1294.5,"AL","3",45,"208D","480Y",2020-12-01,130.6
"2327","MIT-DRY-133",2019,6,"hps",2100,1294.5,"AL","3",45,"208D","480Y",2019-06-01,52.1
"2328","MIT-DRY-141",2020,7,"hps",2150,1294.5,"AL","3",45,"240D","480Y",2020-07-01,108.7
"2329","MIT-DRY-141",2021,2,"hps",2125,1294.5,"AL","3",45,"240D","480Y",2021-02-01,139.4
"2330","MIT-DRY-133",2019,9,"hps",1800,1294.5,"AL","3",45,"208D","480Y",2019-09-01,65.3
"2331","MIT-DRY-133",2020,7,"hps",2075,1294.5,"AL","3",45,"208D","480Y",2020-07-01,108.7
"2332","MIT-DRY-141",2020,8,"hps",1925,1294.5,"AL","3",45,"240D","480Y",2020-08-01,113.1
"2333","MIT-DRY-133",2019,12,"hps",1925,1294.5,"AL","3",45,"208D","480Y",2019-12-01,78.3
"2334","MIT-DRY-141",2020,3,"hps",1925,1294.5,"AL","3",45,"240D","480Y",2020-03-01,91.3
"2335","MIT-DRY-133",2019,10,"hps",1750,1294.5,"AL","3",45,"208D","480Y",2019-10-01,69.6
"2336","MIT-DRY-133",2019,8,"hps",1702,1294.5,"AL","3",45,"208D","480Y",2019-08-01,60.9
"2337","MIT-DRY-133",2019,11,"hps",1925,1294.5,"AL","3",45,"208D","480Y",2019-11-01,74
"2338","MIT-DRY-133",2020,2,"hps",1975,1294.5,"AL","3",45,"208D","480Y",2020-02-01,87.1
"2339","MIT-DRY-133",2020,8,"hps",1925,1294.5,"AL","3",45,"208D","480Y",2020-08-01,113.1
"2340","MIT-DRY-141",2019,11,"hps",2100,1294.5,"AL","3",45,"240D","480Y",2019-11-01,74
"2341","MIT-DRY-133",2020,2,"hps",1925,1294.5,"AL","3",45,"208D","480Y",2020-02-01,87.1
"2342","MIT-DRY-133",2019,10,"hps",1925,1294.5,"AL","3",45,"208D","480Y",2019-10-01,69.6
"2343","MIT-DRY-141",2020,2,"hps",1925,1294.5,"AL","3",45,"240D","480Y",2020-02-01,87.1
"2344","MIT-DRY-141",2019,3,"hps",2015,1294.5,"AL","3",45,"240D","480Y",2019-03-01,39
"2345","MIT-DRY-153",2019,7,"hps",1955,1294.5,"AL","3",45,"480D","480Y",2019-07-01,56.4
"2346","MIT-DRY-133",2020,9,"hps",2145,1294.5,"AL","3",45,"208D","480Y",2020-09-01,117.6
"2347","MIT-DRY-133",2019,9,"hps",2190,1294.5,"AL","3",45,"208D","480Y",2019-09-01,65.3
"2348","MIT-DRY-133",2021,3,"hps",2125,1294.5,"AL","3",45,"208D","480Y",2021-03-01,143.4
"2349","MIT-DRY-153",2019,9,"hps",2150,1294.5,"AL","3",45,"480D","480Y",2019-09-01,65.3
"2350","MIT-DRY-133",2021,3,"hps",2060,1294.5,"AL","3",45,"208D","480Y",2021-03-01,143.4
"2351","MIT-DRY-141",2020,1,"hps",1925,1294.5,"AL","3",45,"240D","480Y",2020-01-01,82.7
"2352","MIT-DRY-153",2019,9,"hps",2305,1294.5,"AL","3",45,"480D","480Y",2019-09-01,65.3
"2353","MIT-DRY-133",2019,6,"hps",1850,1294.5,"AL","3",45,"208D","480Y",2019-06-01,52.1
"2354","MIT-DRY-133",2020,6,"hps",2300,1294.5,"AL","3",45,"208D","480Y",2020-06-01,104.4
"2355","MIT-DRY-153",2019,9,"hps",1955,1294.5,"AL","3",45,"480D","480Y",2019-09-01,65.3
"2356","MIT-DRY-141",2020,12,"hps",2107,1294.5,"AL","3",45,"240D","480Y",2020-12-01,130.6
"2357","MIT-DRY-141",2021,1,"hps",2059,1294.5,"AL","3",45,"240D","480Y",2021-01-01,135
"2358","MIT-DRY-133",2020,7,"hps",1925,1294.5,"AL","3",45,"208D","480Y",2020-07-01,108.7
"2359","MIT-DRY-141",2020,7,"hps",1925,1294.5,"AL","3",45,"240D","480Y",2020-07-01,108.7
"2360","MIT-DRY-141",2020,11,"hps",1925,1294.5,"AL","3",45,"240D","480Y",2020-11-01,126.3
"2361","MIT-DRY-141",2019,4,"hps",2116,1294.5,"AL","3",45,"240D","480Y",2019-04-01,43.4
"2362","MIT-DRY-141",2021,3,"hps",1925,1294.5,"AL","3",45,"240D","480Y",2021-03-01,143.4
"2363","MIT-DRY-133",2019,4,"hps",1702,1294.5,"AL","3",45,"208D","480Y",2019-04-01,43.4
"2364","MIT-DRY-133",2019,8,"hps",1850,1294.5,"AL","3",45,"208D","480Y",2019-08-01,60.9
"2365","MIT-DRY-133",2019,3,"hps",1773,1294.5,"AL","3",45,"208D","480Y",2019-03-01,39
"2366","MIT-DRY-133",2021,2,"hps",1925,1294.5,"AL","3",45,"208D","480Y",2021-02-01,139.4
"2367","MIT-DRY-133",2019,7,"hps",1700,1294.5,"AL","3",45,"208D","480Y",2019-07-01,56.4
"2368","MIT-DRY-141",2021,2,"hps",2000,1294.5,"AL","3",45,"240D","480Y",2021-02-01,139.4
"2369","MIT-DRY-133",2020,3,"hps",1925,1294.5,"AL","3",45,"208D","480Y",2020-03-01,91.3
"2370","MIT-DRY-133",2020,9,"hps",1925,1294.5,"AL","3",45,"208D","480Y",2020-09-01,117.6
"2371","MIT-DRY-133",2019,5,"hps",1702,1294.5,"AL","3",45,"208D","480Y",2019-05-01,47.7
"2372","MIT-DRY-141",2019,2,"hps",2015,1294.5,"AL","3",45,"240D","480Y",2019-02-01,35
"2373","MIT-DRY-133",2019,7,"hps",1800,1294.5,"AL","3",45,"208D","480Y",2019-07-01,56.4
"2374","MIT-DRY-133",2019,9,"hps",1702,1294.5,"AL","3",45,"208D","480Y",2019-09-01,65.3
"2375","MIT-DRY-141",2020,1,"hps",2100,1294.5,"AL","3",45,"240D","480Y",2020-01-01,82.7
"2376","MIT-DRY-153",2020,12,"hps",2033,1294.5,"AL","3",45,"480D","480Y",2020-12-01,130.6
"2377","MIT-DRY-133",2019,7,"hps",1702,1294.5,"AL","3",45,"208D","480Y",2019-07-01,56.4
"2378","MIT-DRY-141",2019,9,"hps",2116,1294.5,"AL","3",45,"240D","480Y",2019-09-01,65.3
"2379","MIT-DRY-133",2020,11,"hps",1925,1294.5,"AL","3",45,"208D","480Y",2020-11-01,126.3
"2380","MIT-DRY-133",2020,6,"hps",2100,1294.5,"AL","3",45,"208D","480Y",2020-06-01,104.4
"2381","MIT-DRY-153",2019,3,"hps",1955,1294.5,"AL","3",45,"480D","480Y",2019-03-01,39
"2382","MIT-DRY-141",2019,9,"hps",2031,1294.5,"AL","3",45,"240D","480Y",2019-09-01,65.3
"2383","MIT-DRY-141",2021,2,"hps",1925,1294.5,"AL","3",45,"240D","480Y",2021-02-01,139.4
"2384","MIT-DRY-153",2019,4,"hps",1955,1294.5,"AL","3",45,"480D","480Y",2019-04-01,43.4
"2385","MIT-DRY-141",2019,7,"hps",2116,1294.5,"AL","3",45,"240D","480Y",2019-07-01,56.4
"2386","MIT-DRY-141",2019,6,"hps",2116,1294.5,"AL","3",45,"240D","480Y",2019-06-01,52.1
"2387","MIT-DRY-133",2020,6,"hps",1925,1294.5,"AL","3",45,"208D","480Y",2020-06-01,104.4
"2388","MIT-DRY-153",2019,8,"hps",1955,1294.5,"AL","3",45,"480D","480Y",2019-08-01,60.9
"2389","MIT-DRY-141",2020,10,"hps",1925,1294.5,"AL","3",45,"240D","480Y",2020-10-01,121.9
"2390","MIT-DRY-133",2021,1,"hps",2034,1294.5,"AL","3",45,"208D","480Y",2021-01-01,135
"2391","MIT-DRY-141",2021,1,"hps",1925,1294.5,"AL","3",45,"240D","480Y",2021-01-01,135
"2392","MIT-DRY-141",2021,3,"hps",2160,1294.5,"AL","3",45,"240D","480Y",2021-03-01,143.4
"2393","MIT-DRY-133",2021,3,"hps",2260,1294.5,"AL","3",45,"208D","480Y",2021-03-01,143.4
"2394","MIT-DRY-141",2019,11,"hps",1925,1294.5,"AL","3",45,"240D","480Y",2019-11-01,74
"2395","MIT-DRY-133",2019,4,"hps",1773,1294.5,"AL","3",45,"208D","480Y",2019-04-01,43.4
"2396","MIT-DRY-141",2019,5,"hps",2116,1294.5,"AL","3",45,"240D","480Y",2019-05-01,47.7
"2397","MIT-DRY-133",2020,1,"hps",1925,1294.5,"AL","3",45,"208D","480Y",2020-01-01,82.7
"2398","MIT-DRY-153",2019,1,"hps",1662,1294.495,"AL","3",45,"480D","480Y",2019-01-01,30.6
"2399","MIT-DRY-104-CU",2019,10,"egr",2351,1294,"CU","3",112.5,"480D","208Y",2019-10-01,69.6
"2400","MIT-DRY-104-CU",2020,6,"egr",2351,1294,"CU","3",112.5,"480D","208Y",2020-06-01,104.4
"2401","MIT-DRY-104-CU",2020,8,"egr",2100,1294,"CU","3",112.5,"480D","208Y",2020-08-01,113.1
"2402","MIT-DRY-104-CU",2020,9,"egr",2550,1294,"CU","3",112.5,"480D","208Y",2020-09-01,117.6
"2403","MIT-DRY-104-CU",2019,12,"egr",2351,1294,"CU","3",112.5,"480D","208Y",2019-12-01,78.3
"2404","MIT-DRY-104-CU",2020,4,"egr",2600,1294,"CU","3",112.5,"480D","208Y",2020-04-01,95.7
"2405","MIT-DRY-104-CU",2019,8,"egr",2897,1294,"CU","3",112.5,"480D","208Y",2019-08-01,60.9
"2406","MIT-DRY-104-CU",2020,8,"egr",2250,1294,"CU","3",112.5,"480D","208Y",2020-08-01,113.1
"2407","MIT-DRY-104-CU",2020,8,"egr",2351,1294,"CU","3",112.5,"480D","208Y",2020-08-01,113.1
"2408","MIT-DRY-104-CU",2021,8,"egr",2751,1294,"CU","3",112.5,"480D","208Y",2021-08-01,165.3
"2409","MIT-DRY-121",2022,3,"hps",1342,1293.63,"AL","1",37.5,"240x480","120/240",2022-03-01,195.6
"2410","MIT-DRY-188",2021,3,"mgm",2329,1293,"AL","3",30,"208D","380x400x416Y",2021-03-01,143.4
"2411","MIT-DRY-188",2021,4,"mgm",2120,1293,"AL","3",30,"208D","380x400x416Y",2021-04-01,147.9
"2412","MIT-DRY-188",2019,12,"mgm",2035,1293,"AL","3",30,"208D","380x400x416Y",2019-12-01,78.3
"2413","MIT-DRY-188",2020,8,"mgm",2035,1293,"AL","3",30,"208D","380x400x416Y",2020-08-01,113.1
"2414","MIT-DRY-188",2020,7,"mgm",2035,1293,"AL","3",30,"208D","380x400x416Y",2020-07-01,108.7
"2415","MIT-DRY-146",2020,12,"mgm",1950,1293,"AL","3",30,"480D","380x400x416Y",2020-12-01,130.6
"2416","MIT-DRY-146",2020,8,"mgm",1950,1293,"AL","3",30,"480D","380x400x416Y",2020-08-01,113.1
"2417","MIT-DRY-146",2020,9,"mgm",2100,1293,"AL","3",30,"480D","380x400x416Y",2020-09-01,117.6
"2418","MIT-DRY-188",2020,11,"mgm",2035,1293,"AL","3",30,"208D","380x400x416Y",2020-11-01,126.3
"2419","MIT-DRY-188",2021,4,"mgm",2351,1293,"AL","3",30,"208D","380x400x416Y",2021-04-01,147.9
"2420","MIT-DRY-146",2020,4,"mgm",2012,1293,"AL","3",30,"480D","380x400x416Y",2020-04-01,95.7
"2421","MIT-DRY-146",2021,3,"mgm",2303,1293,"AL","3",30,"480D","380x400x416Y",2021-03-01,143.4
"2422","MIT-DRY-146",2021,1,"mgm",2012,1293,"AL","3",30,"480D","380x400x416Y",2021-01-01,135
"2423","MIT-DRY-146",2021,3,"mgm",2100,1293,"AL","3",30,"480D","380x400x416Y",2021-03-01,143.4
"2424","MIT-DRY-188",2021,3,"mgm",2351,1293,"AL","3",30,"208D","380x400x416Y",2021-03-01,143.4
"2425","MIT-DRY-146",2020,2,"mgm",1950,1293,"AL","3",30,"480D","380x400x416Y",2020-02-01,87.1
"2426","MIT-DRY-146",2020,7,"mgm",2050,1293,"AL","3",30,"480D","380x400x416Y",2020-07-01,108.7
"2427","MIT-DRY-188",2021,5,"mgm",2177,1293,"AL","3",30,"208D","380x400x416Y",2021-05-01,152.1
"2428","MIT-DRY-146",2020,12,"mgm",2100,1293,"AL","3",30,"480D","380x400x416Y",2020-12-01,130.6
"2429","MIT-DRY-146",2020,8,"mgm",2112,1293,"AL","3",30,"480D","380x400x416Y",2020-08-01,113.1
"2430","MIT-DRY-146",2021,3,"mgm",2200,1293,"AL","3",30,"480D","380x400x416Y",2021-03-01,143.4
"2431","MIT-DRY-188",2020,9,"mgm",2035,1293,"AL","3",30,"208D","380x400x416Y",2020-09-01,117.6
"2432","MIT-DRY-146",2020,10,"mgm",2012,1293,"AL","3",30,"480D","380x400x416Y",2020-10-01,121.9
"2433","MIT-DRY-188",2020,5,"mgm",2253,1293,"AL","3",30,"208D","380x400x416Y",2020-05-01,100
"2434","MIT-DRY-146",2020,9,"mgm",2012,1293,"AL","3",30,"480D","380x400x416Y",2020-09-01,117.6
"2435","MIT-DRY-188",2021,4,"mgm",2350,1293,"AL","3",30,"208D","380x400x416Y",2021-04-01,147.9
"2436","MIT-DRY-188",2020,5,"mgm",1900,1293,"AL","3",30,"208D","380x400x416Y",2020-05-01,100
"2437","MIT-DRY-188",2020,10,"mgm",2145,1293,"AL","3",30,"208D","380x400x416Y",2020-10-01,121.9
"2438","MIT-DRY-188",2020,12,"mgm",2035,1293,"AL","3",30,"208D","380x400x416Y",2020-12-01,130.6
"2439","MIT-DRY-146",2020,6,"mgm",2012,1293,"AL","3",30,"480D","380x400x416Y",2020-06-01,104.4
"2440","MIT-DRY-146",2021,1,"mgm",1750,1293,"AL","3",30,"480D","380x400x416Y",2021-01-01,135
"2441","MIT-DRY-146",2020,4,"mgm",2200,1293,"AL","3",30,"480D","380x400x416Y",2020-04-01,95.7
"2442","MIT-DRY-188",2020,10,"mgm",2035,1293,"AL","3",30,"208D","380x400x416Y",2020-10-01,121.9
"2443","MIT-DRY-146",2021,4,"mgm",2153,1293,"AL","3",30,"480D","380x400x416Y",2021-04-01,147.9
"2444","MIT-DRY-146",2020,8,"mgm",2012,1293,"AL","3",30,"480D","380x400x416Y",2020-08-01,113.1
"2445","MIT-DRY-188",2021,1,"mgm",2035,1293,"AL","3",30,"208D","380x400x416Y",2021-01-01,135
"2446","MIT-DRY-188",2020,5,"mgm",2035,1293,"AL","3",30,"208D","380x400x416Y",2020-05-01,100
"2447","MIT-DRY-188",2020,8,"mgm",2300,1293,"AL","3",30,"208D","380x400x416Y",2020-08-01,113.1
"2448","MIT-DRY-146",2020,5,"mgm",2012,1293,"AL","3",30,"480D","380x400x416Y",2020-05-01,100
"2449","MIT-DRY-146",2021,2,"mgm",2012,1293,"AL","3",30,"480D","380x400x416Y",2021-02-01,139.4
"2450","MIT-DRY-146",2020,3,"mgm",1900,1293,"AL","3",30,"480D","380x400x416Y",2020-03-01,91.3
"2451","MIT-DRY-146",2020,1,"mgm",2012,1293,"AL","3",30,"480D","380x400x416Y",2020-01-01,82.7
"2452","MIT-DRY-188",2020,7,"mgm",1829,1293,"AL","3",30,"208D","380x400x416Y",2020-07-01,108.7
"2453","MIT-DRY-188",2021,4,"mgm",2177,1293,"AL","3",30,"208D","380x400x416Y",2021-04-01,147.9
"2454","MIT-DRY-188",2020,12,"mgm",2100,1293,"AL","3",30,"208D","380x400x416Y",2020-12-01,130.6
"2455","MIT-DRY-146",2021,1,"mgm",2100,1293,"AL","3",30,"480D","380x400x416Y",2021-01-01,135
"2456","MIT-DRY-188",2021,10,"mgm",2177,1286,"AL","3",30,"208D","380x400x416Y",2021-10-01,174
"2457","MIT-DRY-188",2021,10,"mgm",2153,1286,"AL","3",30,"208D","380x400x416Y",2021-10-01,174
"2458","MIT-DRY-188",2021,10,"mgm",2277,1286,"AL","3",30,"208D","380x400x416Y",2021-10-01,174
"2459","MIT-DRY-188",2021,12,"mgm",2542,1286,"AL","3",30,"208D","380x400x416Y",2021-12-01,182.7
"2460","MIT-DRY-188",2021,9,"mgm",2177,1286,"AL","3",30,"208D","380x400x416Y",2021-09-01,169.7
"2461","MIT-DRY-146",2021,8,"mgm",2105,1286,"AL","3",30,"480D","380x400x416Y",2021-08-01,165.3
"2462","MIT-DRY-188",2021,7,"mgm",2177,1286,"AL","3",30,"208D","380x400x416Y",2021-07-01,160.9
"2463","MIT-DRY-188",2021,9,"mgm",2121.87,1286,"AL","3",30,"208D","380x400x416Y",2021-09-01,169.7
"2464","MIT-DRY-146",2021,7,"mgm",2153,1286,"AL","3",30,"480D","380x400x416Y",2021-07-01,160.9
"2465","MIT-DRY-188",2021,11,"mgm",2905,1286,"AL","3",30,"208D","380x400x416Y",2021-11-01,178.4
"2466","MIT-DRY-146",2021,8,"mgm",2100,1286,"AL","3",30,"480D","380x400x416Y",2021-08-01,165.3
"2467","MIT-DRY-146",2021,8,"mgm",2153,1286,"AL","3",30,"480D","380x400x416Y",2021-08-01,165.3
"2468","MIT-DRY-146",2021,9,"mgm",2153,1286,"AL","3",30,"480D","380x400x416Y",2021-09-01,169.7
"2469","MIT-DRY-146",2021,3,"mgm",2325,1286,"AL","3",30,"480D","380x400x416Y",2021-03-01,143.4
"2470","MIT-DRY-145",2021,9,"hps",1673,1285.8,"AL","3",15,"480D","380x400x416Y",2021-09-01,169.7
"2471","MIT-DRY-145",2021,10,"hps",1673,1285.8,"AL","3",15,"480D","380x400x416Y",2021-10-01,174
"2472","MIT-DRY-145",2021,8,"hps",1673,1285.8,"AL","3",15,"480D","380x400x416Y",2021-08-01,165.3
"2473","MIT-DRY-145",2020,8,"hps",1564,1285.42,"AL","3",15,"480D","380x400x416Y",2020-08-01,113.1
"2474","MIT-DRY-127",2021,4,"hps",1650,1284.4,"AL","3",45,"240D","208Y",2021-04-01,147.9
"2475","MIT-DRY-127",2021,6,"hps",1650,1284.4,"AL","3",45,"240D","208Y",2021-06-01,156.6
"2476","MIT-DRY-127",2021,4,"hps",1539,1284.4,"AL","3",45,"240D","208Y",2021-04-01,147.9
"2477","MIT-DRY-127",2021,6,"hps",1539,1284.4,"AL","3",45,"240D","208Y",2021-06-01,156.6
"2478","MIT-DRY-127",2021,5,"hps",1539,1284.4,"AL","3",45,"240D","208Y",2021-05-01,152.1
"2479","MIT-DRY-127",2021,6,"hps",1709,1284.4,"AL","3",45,"240D","208Y",2021-06-01,156.6
"2480","MIT-DRY-127",2021,2,"hps",1600,1284.4,"AL","3",45,"240D","208Y",2021-02-01,139.4
"2481","MIT-AUT-116",2020,6,"hps",2540,1280.4,"CU","3",75,"600Y","208Y",2020-06-01,104.4
"2482","MIT-AUT-116",2020,8,"hps",2540,1280.4,"CU","3",75,"600Y","208Y",2020-08-01,113.1
"2483","MIT-AUT-116",2020,8,"hps",2000,1280.4,"CU","3",75,"600Y","208Y",2020-08-01,113.1
"2484","MIT-AUT-116",2020,9,"hps",1875,1280.4,"CU","3",75,"600Y","208Y",2020-09-01,117.6
"2485","MIT-AUT-116",2020,7,"hps",2540,1280.4,"CU","3",75,"600Y","208Y",2020-07-01,108.7
"2486","MIT-DRY-188",2019,10,"mgm",2309,1280.07,"AL","3",30,"208D","380x400x416Y",2019-10-01,69.6
"2487","MIT-DRY-188",2019,10,"mgm",1850,1280.07,"AL","3",30,"208D","380x400x416Y",2019-10-01,69.6
"2488","MIT-DRY-146",2019,10,"mgm",1847,1280.07,"AL","3",30,"480D","380x400x416Y",2019-10-01,69.6
"2489","MIT-DRY-188",2019,9,"mgm",2309,1280.07,"AL","3",30,"208D","380x400x416Y",2019-09-01,65.3
"2490","MIT-DRY-188",2019,10,"mgm",2109,1280.07,"AL","3",30,"208D","380x400x416Y",2019-10-01,69.6
"2491","MIT-DRY-146",2019,9,"mgm",1847,1280.07,"AL","3",30,"480D","380x400x416Y",2019-09-01,65.3
"2492","MIT-DRY-146",2019,10,"mgm",1829,1280.07,"AL","3",30,"480D","380x400x416Y",2019-10-01,69.6
"2493","MIT-DRY-211",2020,12,"mgm",2000,1275,"AL","3",15,"240D","380x400x416Y",2020-12-01,130.6
"2494","MIT-DRY-211",2020,12,"mgm",1962,1275,"AL","3",15,"240D","380x400x416Y",2020-12-01,130.6
"2495","MIT-DRY-211",2020,10,"mgm",1962,1275,"AL","3",15,"240D","380x400x416Y",2020-10-01,121.9
"2496","MIT-DRY-211",2020,8,"mgm",2100,1275,"AL","3",15,"240D","380x400x416Y",2020-08-01,113.1
"2497","MIT-DRY-211",2021,3,"mgm",2138,1275,"AL","3",15,"240D","380x400x416Y",2021-03-01,143.4
"2498","MIT-DRY-211",2021,1,"mgm",1962,1275,"AL","3",15,"240D","380x400x416Y",2021-01-01,135
"2499","MIT-DRY-211",2020,3,"mgm",1962,1275,"AL","3",15,"240D","380x400x416Y",2020-03-01,91.3
"2500","MIT-DRY-211",2020,7,"mgm",2100,1275,"AL","3",15,"240D","380x400x416Y",2020-07-01,108.7
"2501","MIT-DRY-211",2021,2,"mgm",2100,1275,"AL","3",15,"240D","380x400x416Y",2021-02-01,139.4
"2502","MIT-DRY-211",2021,4,"mgm",2099,1275,"AL","3",15,"240D","380x400x416Y",2021-04-01,147.9
"2503","MIT-DRY-211",2020,7,"mgm",1962,1275,"AL","3",15,"240D","380x400x416Y",2020-07-01,108.7
