"","mit_sku","year","month","mfg","unit_sale","cost","conductor","phase","kva","p_volt","s_volt","date","weeks_time"
"1","MIT-DRY-168",2021,10,"hps",13225,9938.73,"AL","3",300,"600D","480Y",2021-10-01,174
"2","MIT-DRY-204",2020,10,"mgm",12975,9798,"AL","3",500,"480Y","208Y",2020-10-01,121.9
"3","MIT-DRY-204",2021,2,"mgm",15574,9798,"AL","3",500,"480Y","208Y",2021-02-01,139.4
"4","MIT-DRY-184",2021,5,"hps",11845,9641.4,"AL","3",500,"480D","480Y",2021-05-01,152.1
"5","MIT-DRY-206",2021,11,"hps",10874,9544.1,"AL","3",300,"480D","380x400x416Y",2021-11-01,178.4
"6","MIT-DRY-206",2021,9,"hps",10874,9544.1,"AL","3",300,"480D","380x400x416Y",2021-09-01,169.7
"7","MIT-DRY-186",2018,10,"hps",10786,9168.36,"AL","3",500,"208D","480Y",2018-10-01,17.4
"8","MIT-DRY-184",2020,8,"hps",11267,9010.63,"AL","3",500,"480D","480Y",2020-08-01,113.1
"9","MIT-DRY-184",2019,9,"hps",10645,9010.63,"AL","3",500,"480D","480Y",2019-09-01,65.3
"10","MIT-DRY-186",2019,7,"hps",13000,9010.63,"AL","3",500,"208D","480Y",2019-07-01,56.4
"11","MIT-DRY-186",2019,11,"hps",11406,8830,"AL","3",500,"208D","480Y",2019-11-01,74
"12","MIT-DRY-195",2021,7,"mgm",12717,7929,"AL","3",500,"240D","480Y",2021-07-01,160.9
"13","MIT-DRY-195",2022,1,"mgm",14416,7929,"AL","3",500,"240D","480Y",2022-01-01,187.1
"14","MIT-DRY-205",2022,2,"hps",9260,7718.13,"AL","3",225,"480D","380x400x416Y",2022-02-01,191.6
"15","MIT-DRY-205",2021,11,"hps",9044,7718.13,"AL","3",225,"480D","380x400x416Y",2021-11-01,178.4
"16","MIT-DRY-205",2022,2,"hps",9500,7718.13,"AL","3",225,"480D","380x400x416Y",2022-02-01,191.6
"17","MIT-DRY-186",2019,12,"mgm",10500,7677.251252,"AL","3",500,"208D","480Y",2019-12-01,78.3
"18","MIT-DRY-195",2021,2,"mgm",10950,7653,"AL","3",500,"240D","480Y",2021-02-01,139.4
"19","MIT-DRY-186",2020,3,"mgm",11406,7653,"AL","3",500,"208D","480Y",2020-03-01,91.3
"20","MIT-DRY-195",2021,3,"mgm",10950,7653,"AL","3",500,"240D","480Y",2021-03-01,143.4
"21","MIT-DRY-204",2020,8,"mgm",15074,7609.302786,"AL","3",500,"480Y","208Y",2020-08-01,113.1
"22","MIT-DRY-204",2020,9,"mgm",15074,7609.302786,"AL","3",500,"480Y","208Y",2020-09-01,117.6
"23","MIT-DIT-116",2022,2,"hps",9548,7537.7,"AL","3",330,"480D","480Y",2022-02-01,191.6
"24","MIT-DIT-116",2022,3,"hps",10050,7537.7,"AL","3",330,"480D","480Y",2022-03-01,195.6
"25","MIT-DRY-203",2022,1,"mgm",13500,7142,"AL","3",300,"480Y","208Y",2022-01-01,187.1
"26","MIT-DRY-203",2021,12,"mgm",11075,7142,"AL","3",300,"480Y","208Y",2021-12-01,182.7
"27","MIT-DRY-186",2019,7,"jeff",10247,7021,"AL","3",500,"208D","480Y",2019-07-01,56.4
"28","MIT-DRY-203",2021,6,"mgm",9500,6894,"AL","3",300,"480Y","208Y",2021-06-01,156.6
"29","MIT-DRY-168",2021,1,"hps",8100,6862.32,"AL","3",300,"600D","480Y",2021-01-01,135
"30","MIT-DRY-168",2019,10,"hps",7800,6862.32,"AL","3",300,"600D","480Y",2019-10-01,69.6
"31","MIT-DRY-203",2021,11,"mgm",11800,6856,"AL","3",300,"480Y","208Y",2021-11-01,178.4
"32","MIT-DRY-203",2021,12,"mgm",11660,6856,"AL","3",300,"480Y","208Y",2021-12-01,182.7
"33","MIT-DRY-203",2021,12,"mgm",11557,6856,"AL","3",300,"480Y","208Y",2021-12-01,182.7
"34","MIT-DRY-203",2022,1,"mgm",12535,6856,"AL","3",300,"480Y","208Y",2022-01-01,187.1
"35","MIT-DRY-206",2021,7,"mgm",10874,6844,"AL","3",300,"480D","380x400x416Y",2021-07-01,160.9
"36","MIT-DRY-206",2021,10,"mgm",10874,6844,"AL","3",300,"480D","380x400x416Y",2021-10-01,174
"37","MIT-DRY-206",2022,2,"mgm",17353,6844,"AL","3",300,"480D","380x400x416Y",2022-02-01,191.6
"38","MIT-DRY-206",2021,12,"mgm",17553,6844,"AL","3",300,"480D","380x400x416Y",2021-12-01,182.7
"39","MIT-DRY-108",2019,4,"jeff",8086,6711.26,"AL","3",500,"480D","208Y",2019-04-01,43.4
"40","MIT-DRY-206",2021,8,"mgm",12082,6661.33333333333,"AL","3",300,"480D","380x400x416Y",2021-08-01,165.3
"41","MIT-DRY-206",2021,4,"mgm",10800,6606,"AL","3",300,"480D","380x400x416Y",2021-04-01,147.9
"42","MIT-DRY-206",2021,1,"mgm",10163,6606,"AL","3",300,"480D","380x400x416Y",2021-01-01,135
"43","MIT-DRY-177",2020,3,"hps",7150,6417.04,"AL","3",300,"600D","208Y",2020-03-01,91.3
"44","MIT-DRY-177",2019,4,"hps",7640,6417.04,"AL","3",300,"600D","208Y",2019-04-01,43.4
"45","MIT-DRY-203",2020,12,"mgm",10556.6,6413,"AL","3",300,"480Y","208Y",2020-12-01,130.6
"46","MIT-DRY-203",2020,7,"mgm",9866,6413,"AL","3",300,"480Y","208Y",2020-07-01,108.7
"47","MIT-DRY-138",2020,10,"hps",6983.84,6217.1,"AL","3",300,"208D","480Y",2020-10-01,121.9
"48","MIT-DRY-205",2021,7,"hps",9044,6174.5,"AL","3",225,"480D","380x400x416Y",2021-07-01,160.9
"49","MIT-DRY-208",2021,10,"mgm",9900,5988,"AL","3",225,"208D","380x400x416Y",2021-10-01,174
"50","MIT-DRY-108",2021,1,"jeff",8779,5913,"AL","3",500,"480D","208Y",2021-01-01,135
"51","MIT-DRY-117",2021,11,"jeff",9900,5913,"AL","3",500,"480D","240D/CT",2021-11-01,178.4
"52","MIT-DRY-117",2021,12,"jeff",15253,5913,"AL","3",500,"480D","240D/CT",2021-12-01,182.7
"53","MIT-DRY-108",2021,3,"jeff",9042,5913,"AL","3",500,"480D","208Y",2021-03-01,143.4
"54","MIT-DRY-108",2021,7,"jeff",9400,5913,"AL","3",500,"480D","208Y",2021-07-01,160.9
"55","MIT-DRY-138",2018,9,"hps",6771,5755.98,"AL","3",300,"208D","480Y",2018-09-01,13.1
"56","MIT-DRY-138",2018,10,"hps",6771,5755.98,"AL","3",300,"208D","480Y",2018-10-01,17.4
"57","MIT-DRY-217",2021,6,"mgm",11071,5706,"AL","3",225,"240D","380x400x416Y",2021-06-01,156.6
"58","MIT-DRY-205",2021,6,"mgm",9044,5692,"AL","3",225,"480D","380x400x416Y",2021-06-01,156.6
"59","MIT-DRY-205",2021,11,"mgm",11000,5692,"AL","3",225,"480D","380x400x416Y",2021-11-01,178.4
"60","MIT-DRY-205",2021,11,"mgm",9044,5692,"AL","3",225,"480D","380x400x416Y",2021-11-01,178.4
"61","MIT-DRY-202",2021,8,"mgm",8344,5645,"AL","3",225,"480Y","208Y",2021-08-01,165.3
"62","MIT-DRY-202",2021,3,"mgm",7798,5645,"AL","3",225,"480Y","208Y",2021-03-01,143.4
"63","MIT-DRY-202",2021,9,"mgm",8300,5645,"AL","3",225,"480Y","208Y",2021-09-01,169.7
"64","MIT-DRY-202",2022,1,"mgm",11204,5645,"AL","3",225,"480Y","208Y",2022-01-01,187.1
"65","MIT-DRY-202",2021,7,"mgm",8344,5645,"AL","3",225,"480Y","208Y",2021-07-01,160.9
"66","MIT-DRY-202",2022,2,"mgm",9950,5645,"AL","3",225,"480Y","208Y",2022-02-01,191.6
"67","MIT-DRY-138",2021,2,"hps",8195,5623.49,"AL","3",300,"208D","480Y",2021-02-01,139.4
"68","MIT-DRY-138",2019,4,"hps",6835,5623.49,"AL","3",300,"208D","480Y",2019-04-01,43.4
"69","MIT-DRY-138",2019,7,"hps",7150,5623.49,"AL","3",300,"208D","480Y",2019-07-01,56.4
"70","MIT-DRY-138",2020,7,"hps",7118,5623.49,"AL","3",300,"208D","480Y",2020-07-01,108.7
"71","MIT-DRY-138",2020,7,"hps",7125,5623.49,"AL","3",300,"208D","480Y",2020-07-01,108.7
"72","MIT-DRY-138",2019,3,"hps",6974,5623.49,"AL","3",300,"208D","480Y",2019-03-01,39
"73","MIT-DRY-138",2019,4,"hps",6974,5623.49,"AL","3",300,"208D","480Y",2019-04-01,43.4
"74","MIT-DRY-183",2020,1,"hps",6500,5623.49,"AL","3",300,"480D","480Y",2020-01-01,82.7
"75","MIT-DRY-137",2022,3,"hps",7455,5591,"AL","3",225,"208D","480Y",2022-03-01,195.6
"76","MIT-DRY-182",2021,11,"hps",7987,5591,"AL","3",225,"480D","480Y",2021-11-01,178.4
"77","MIT-DRY-205",2020,7,"mgm",8350,5494,"AL","3",225,"480D","380x400x416Y",2020-07-01,108.7
"78","MIT-DRY-205",2020,5,"mgm",8452,5494,"AL","3",225,"480D","380x400x416Y",2020-05-01,100
"79","MIT-DRY-205",2021,4,"mgm",9767,5494,"AL","3",225,"480D","380x400x416Y",2021-04-01,147.9
"80","MIT-DRY-205",2020,12,"mgm",8721,5494,"AL","3",225,"480D","380x400x416Y",2020-12-01,130.6
"81","MIT-DRY-205",2020,8,"mgm",7915,5494,"AL","3",225,"480D","380x400x416Y",2020-08-01,113.1
"82","MIT-DRY-205",2021,9,"mgm",6331,5464,"AL","3",225,"480D","380x400x416Y",2021-09-01,169.7
"83","MIT-DRY-205",2021,10,"mgm",10049,5464,"AL","3",225,"480D","380x400x416Y",2021-10-01,174
"84","MIT-DRY-150",2021,12,"hps",6762,5459.63,"AL","3",150,"480D","380x400x416Y",2021-12-01,182.7
"85","MIT-DRY-200",2021,8,"mgm",9567,5452,"AL","1",333,"240x480","120/240",2021-08-01,165.3
"86","MIT-DRY-202",2021,5,"mgm",7925,5449,"AL","3",225,"480Y","208Y",2021-05-01,152.1
"87","MIT-DRY-202",2021,7,"mgm",8344,5449,"AL","3",225,"480Y","208Y",2021-07-01,160.9
"88","MIT-DRY-202",2022,2,"mgm",11209,5449,"AL","3",225,"480Y","208Y",2022-02-01,191.6
"89","MIT-DRY-202",2021,2,"mgm",7408,5449,"AL","3",225,"480Y","208Y",2021-02-01,139.4
"90","MIT-DRY-202",2021,2,"mgm",7850,5449,"AL","3",225,"480Y","208Y",2021-02-01,139.4
"91","MIT-DRY-202",2021,11,"mgm",8567,5419,"AL","3",225,"480Y","208Y",2021-11-01,178.4
"92","MIT-DRY-202",2021,11,"mgm",8344,5419,"AL","3",225,"480Y","208Y",2021-11-01,178.4
"93","MIT-DRY-202",2021,11,"mgm",8552,5419,"AL","3",225,"480Y","208Y",2021-11-01,178.4
"94","MIT-DRY-202",2021,12,"mgm",8851,5419,"AL","3",225,"480Y","208Y",2021-12-01,182.7
"95","MIT-DRY-150",2021,12,"hps",7123,5409.63,"AL","3",150,"480D","380x400x416Y",2021-12-01,182.7
"96","MIT-DRY-150",2022,1,"hps",7213,5409.63,"AL","3",150,"480D","380x400x416Y",2022-01-01,187.1
"97","MIT-DRY-150",2022,3,"hps",7213,5409.63,"AL","3",150,"480D","380x400x416Y",2022-03-01,195.6
"98","MIT-DRY-150",2021,12,"hps",7413,5409.63,"AL","3",150,"480D","380x400x416Y",2021-12-01,182.7
"99","MIT-DRY-194",2021,6,"mgm",7000,5402,"AL","3",300,"240D","480Y",2021-06-01,156.6
"100","MIT-DRY-138",2022,1,"mgm",10315,5402,"AL","3",300,"208D","480Y",2022-01-01,187.1
"101","MIT-DRY-138",2021,8,"mgm",8769,5402,"AL","3",300,"208D","480Y",2021-08-01,165.3
"102","MIT-DRY-138",2021,8,"mgm",8669,5402,"AL","3",300,"208D","480Y",2021-08-01,165.3
"103","MIT-DRY-206",2020,9,"mgm",7193,5395.601976,"AL","3",300,"480D","380x400x416Y",2020-09-01,117.6
"104","MIT-DRY-167",2021,10,"hps",6495,5369.2,"AL","3",225,"600D","480Y",2021-10-01,174
"105","MIT-DRY-200",2021,4,"mgm",8340,5263,"AL","1",333,"240x480","120/240",2021-04-01,147.9
"106","MIT-DRY-116",2020,7,"hps",5678,5257.92,"AL","3",300,"480D","240D/CT",2020-07-01,108.7
"107","MIT-DRY-138",2020,4,"mgm",7118,5230.522413,"AL","3",300,"208D","480Y",2020-04-01,95.7
"108","MIT-DRY-194",2020,3,"mgm",6515,5230.522413,"AL","3",300,"240D","480Y",2020-03-01,91.3
"109","MIT-DRY-138",2021,2,"mgm",7000,5214,"AL","3",300,"208D","480Y",2021-02-01,139.4
"110","MIT-DRY-194",2020,8,"mgm",7450,5214,"AL","3",300,"240D","480Y",2020-08-01,113.1
"111","MIT-DRY-194",2021,5,"mgm",6838,5214,"AL","3",300,"240D","480Y",2021-05-01,152.1
"112","MIT-DRY-194",2020,10,"mgm",7650,5214,"AL","3",300,"240D","480Y",2020-10-01,121.9
"113","MIT-DRY-138",2020,7,"mgm",7125,5214,"AL","3",300,"208D","480Y",2020-07-01,108.7
"114","MIT-DRY-138",2021,4,"mgm",8769,5214,"AL","3",300,"208D","480Y",2021-04-01,147.9
"115","MIT-DRY-138",2020,6,"mgm",8365,5214,"AL","3",300,"208D","480Y",2020-06-01,104.4
"116","MIT-DRY-194",2021,3,"mgm",7950,5214,"AL","3",300,"240D","480Y",2021-03-01,143.4
"117","MIT-DRY-138",2020,7,"mgm",7118,5214,"AL","3",300,"208D","480Y",2020-07-01,108.7
"118","MIT-DRY-115",2022,2,"hps",6100,5184.63,"AL","3",225,"480D","240D/CT",2022-02-01,191.6
"119","MIT-DIT-116",2020,11,"hps",6906,5179.4,"AL","3",330,"480D","480Y",2020-11-01,126.3
"120","MIT-DRY-202",2020,7,"mgm",7700,5069,"AL","3",225,"480Y","208Y",2020-07-01,108.7
"121","MIT-DRY-202",2020,12,"mgm",7798,5069,"AL","3",225,"480Y","208Y",2020-12-01,130.6
"122","MIT-DRY-202",2021,1,"mgm",7798,5069,"AL","3",225,"480Y","208Y",2021-01-01,135
"123","MIT-DRY-202",2020,3,"mgm",7300,5069,"AL","3",225,"480Y","208Y",2020-03-01,91.3
"124","MIT-DRY-202",2020,8,"mgm",7481,5069,"AL","3",225,"480Y","208Y",2020-08-01,113.1
"125","MIT-DRY-202",2020,6,"mgm",7300,5069,"AL","3",225,"480Y","208Y",2020-06-01,104.4
"126","MIT-DRY-202",2020,10,"mgm",8350,5069,"AL","3",225,"480Y","208Y",2020-10-01,121.9
"127","MIT-DRY-202",2020,5,"mgm",7078,5069,"AL","3",225,"480Y","208Y",2020-05-01,100
"128","MIT-DRY-202",2021,1,"mgm",7900,5069,"AL","3",225,"480Y","208Y",2021-01-01,135
"129","MIT-DRY-202",2020,6,"mgm",7150,5069,"AL","3",225,"480Y","208Y",2020-06-01,104.4
"130","MIT-DRY-167",2021,5,"hps",6495,5017.9,"AL","3",225,"600D","480Y",2021-05-01,152.1
"131","MIT-DRY-167",2021,5,"hps",6837,5017.9,"AL","3",225,"600D","480Y",2021-05-01,152.1
"132","MIT-DRY-203",2020,7,"mgm",9866,4904.921796,"AL","3",300,"480Y","208Y",2020-07-01,108.7
"133","MIT-DRY-203",2020,11,"mgm",9320,4904.921796,"AL","3",300,"480Y","208Y",2020-11-01,126.3
"134","MIT-DRY-194",2022,2,"jeff",9400,4809.26,"AL","3",300,"240D","480Y",2022-02-01,191.6
"135","MIT-DRY-138",2019,9,"jeff",7350,4783,"AL","3",300,"208D","480Y",2019-09-01,65.3
"136","MIT-DRY-194",2019,6,"jeff",7000,4783,"AL","3",300,"240D","480Y",2019-06-01,52.1
"137","MIT-DRY-217",2020,9,"mgm",8650,4771.441747,"AL","3",225,"240D","380x400x416Y",2020-09-01,117.6
"138","MIT-DRY-199",2021,10,"mgm",7289,4766,"AL","1",250,"240x480","120/240",2021-10-01,174
"139","MIT-DRY-167",2018,8,"hps",6390,4619.5,"AL","3",225,"600D","480Y",2018-08-01,8.7
"140","MIT-DRY-205",2020,2,"mgm",6750,4572.161674,"AL","3",225,"480D","380x400x416Y",2020-02-01,87.1
"141","MIT-DRY-166",2022,2,"hps",5850,4545.75,"AL","3",150,"600D","480Y",2022-02-01,191.6
"142","MIT-DRY-137",2021,9,"hps",6838,4472.8,"AL","3",225,"208D","480Y",2021-09-01,169.7
"143","MIT-DRY-182",2021,9,"hps",5591,4472.8,"AL","3",225,"480D","480Y",2021-09-01,169.7
"144","MIT-DIT-133",2021,12,"hps",5754,4448.2137355,"AL","3",175,"460D","460Y",2021-12-01,182.7
"145","MIT-DRY-150",2021,7,"hps",5680,4327.7,"AL","3",150,"480D","380x400x416Y",2021-07-01,160.9
"146","MIT-DRY-150",2021,9,"hps",5680,4327.7,"AL","3",150,"480D","380x400x416Y",2021-09-01,169.7
"147","MIT-DIT-113",2022,2,"hps",5776.16,4315.2,"AL","3",175,"480D","480Y",2022-02-01,191.6
"148","MIT-DIT-115",2021,3,"hps",5965,4292,"AL","3",275,"480D","480Y",2021-03-01,143.4
"149","MIT-DRY-193",2021,7,"mgm",6838,4210,"AL","3",225,"240D","480Y",2021-07-01,160.9
"150","MIT-DRY-137",2021,5,"mgm",6838,4210,"AL","3",225,"208D","480Y",2021-05-01,152.1
"151","MIT-DRY-193",2021,9,"mgm",6838,4210,"AL","3",225,"240D","480Y",2021-09-01,169.7
"152","MIT-DRY-137",2021,2,"mgm",6754,4210,"AL","3",225,"208D","480Y",2021-02-01,139.4
"153","MIT-DRY-193",2021,11,"mgm",8081.71,4210,"AL","3",225,"240D","480Y",2021-11-01,178.4
"154","MIT-DRY-182",2021,4,"hps",5640,4180.2,"AL","3",225,"480D","480Y",2021-04-01,147.9
"155","MIT-DIT-115",2019,7,"hps",6575,4164.4,"AL","3",275,"480D","480Y",2019-07-01,56.4
"156","MIT-DRY-202",2020,4,"mgm",6550,4163.2615245,"AL","3",225,"480Y","208Y",2020-04-01,95.7
"157","MIT-DRY-202",2020,4,"mgm",7800,4163.2615245,"AL","3",225,"480Y","208Y",2020-04-01,95.7
"158","MIT-DRY-144",2021,12,"hps",5477,4107.5,"AL","3",150,"240D","480Y",2021-12-01,182.7
"159","MIT-DRY-156",2021,12,"hps",5477,4107.5,"AL","3",150,"480D","480Y",2021-12-01,182.7
"160","MIT-DRY-156",2022,1,"hps",5550,4107.5,"AL","3",150,"480D","480Y",2022-01-01,187.1
"161","MIT-DRY-156",2022,1,"hps",5477,4107.5,"AL","3",150,"480D","480Y",2022-01-01,187.1
"162","MIT-DRY-193",2020,3,"mgm",6800,4096.798555,"AL","3",225,"240D","480Y",2020-03-01,91.3
"163","MIT-DRY-137",2020,1,"mgm",6750,4076.878229,"AL","3",225,"208D","480Y",2020-01-01,82.7
"164","MIT-DRY-193",2019,10,"mgm",6773,4076.878229,"AL","3",225,"240D","480Y",2019-10-01,69.6
"165","MIT-DRY-137",2021,2,"mgm",6200,4064,"AL","3",225,"208D","480Y",2021-02-01,139.4
"166","MIT-DRY-193",2019,12,"mgm",7500,4064,"AL","3",225,"240D","480Y",2019-12-01,78.3
"167","MIT-DRY-193",2020,10,"mgm",6391,4064,"AL","3",225,"240D","480Y",2020-10-01,121.9
"168","MIT-DRY-193",2020,7,"mgm",6248.98,4064,"AL","3",225,"240D","480Y",2020-07-01,108.7
"169","MIT-DRY-193",2020,12,"mgm",6000,4064,"AL","3",225,"240D","480Y",2020-12-01,130.6
"170","MIT-DRY-137",2019,11,"mgm",6050,4064,"AL","3",225,"208D","480Y",2019-11-01,74
"171","MIT-DRY-193",2021,5,"mgm",6838,4064,"AL","3",225,"240D","480Y",2021-05-01,152.1
"172","MIT-DRY-193",2020,8,"mgm",6391,4064,"AL","3",225,"240D","480Y",2020-08-01,113.1
"173","MIT-DRY-137",2018,11,"hps",4740,4059.4,"AL","3",225,"208D","480Y",2018-11-01,21.9
"174","MIT-DRY-149",2022,2,"hps",5401,4050.55,"AL","3",112.5,"480D","380x400x416Y",2022-02-01,191.6
"175","MIT-DRY-149",2022,3,"hps",5401,4050.55,"AL","3",112.5,"480D","380x400x416Y",2022-03-01,195.6
"176","MIT-DRY-149",2022,1,"hps",4500,4050.55,"AL","3",112.5,"480D","380x400x416Y",2022-01-01,187.1
"177","MIT-DRY-149",2021,12,"hps",5063,4050.55,"AL","3",112.5,"480D","380x400x416Y",2021-12-01,182.7
"178","MIT-DRY-149",2022,1,"hps",5805,4050.55,"AL","3",112.5,"480D","380x400x416Y",2022-01-01,187.1
"179","MIT-DRY-150",2021,6,"hps",5680,4044.6,"AL","3",150,"480D","380x400x416Y",2021-06-01,156.6
"180","MIT-DRY-150",2021,5,"hps",5889,4044.6,"AL","3",150,"480D","380x400x416Y",2021-05-01,152.1
"181","MIT-DRY-137",2022,2,"mgm",7455,4042,"AL","3",225,"208D","480Y",2022-02-01,191.6
"182","MIT-DRY-137",2018,12,"hps",4740,3989.4,"AL","3",225,"208D","480Y",2018-12-01,26.1
"183","MIT-DRY-137",2019,1,"hps",4740,3989.4,"AL","3",225,"208D","480Y",2019-01-01,30.6
"184","MIT-DRY-137",2018,11,"hps",4740,3989.4,"AL","3",225,"208D","480Y",2018-11-01,21.9
"185","MIT-DRY-137",2018,11,"hps",4740.01,3989.4,"AL","3",225,"208D","480Y",2018-11-01,21.9
"186","MIT-DRY-150",2019,2,"hps",5615,3978.91,"AL","3",150,"480D","380x400x416Y",2019-02-01,35
"187","MIT-DRY-179",2019,9,"hps",4876,3956.72,"AL","3",225,"240D","208Y",2019-09-01,65.3
"188","MIT-DRY-182",2020,3,"hps",4693,3956.72,"AL","3",225,"480D","480Y",2020-03-01,91.3
"189","MIT-DRY-137",2020,11,"hps",6391,3931.72,"AL","3",225,"208D","480Y",2020-11-01,126.3
"190","MIT-DRY-137",2019,5,"hps",4784,3906.72,"AL","3",225,"208D","480Y",2019-05-01,47.7
"191","MIT-DRY-137",2020,3,"hps",6391,3906.72,"AL","3",225,"208D","480Y",2020-03-01,91.3
"192","MIT-DRY-182",2020,8,"hps",4693,3906.72,"AL","3",225,"480D","480Y",2020-08-01,113.1
"193","MIT-DRY-137",2020,7,"hps",5450,3906.72,"AL","3",225,"208D","480Y",2020-07-01,108.7
"194","MIT-DRY-182",2019,4,"hps",4693,3906.72,"AL","3",225,"480D","480Y",2019-04-01,43.4
"195","MIT-DRY-137",2019,12,"hps",6600,3906.72,"AL","3",225,"208D","480Y",2019-12-01,78.3
"196","MIT-DRY-137",2019,8,"hps",4784,3906.72,"AL","3",225,"208D","480Y",2019-08-01,60.9
"197","MIT-DRY-137",2019,4,"hps",4784,3906.72,"AL","3",225,"208D","480Y",2019-04-01,43.4
"198","MIT-DRY-137",2019,9,"hps",7000,3906.72,"AL","3",225,"208D","480Y",2019-09-01,65.3
"199","MIT-DRY-137",2019,3,"hps",4882,3906.72,"AL","3",225,"208D","480Y",2019-03-01,39
"200","MIT-DRY-137",2019,7,"hps",5500,3906.72,"AL","3",225,"208D","480Y",2019-07-01,56.4
"201","MIT-DRY-137",2020,12,"hps",6391,3906.72,"AL","3",225,"208D","480Y",2020-12-01,130.6
"202","MIT-DRY-137",2020,3,"hps",6000,3906.72,"AL","3",225,"208D","480Y",2020-03-01,91.3
"203","MIT-DRY-137",2020,4,"hps",6391,3906.72,"AL","3",225,"208D","480Y",2020-04-01,95.7
"204","MIT-DRY-179",2020,11,"hps",4800,3906.72,"AL","3",225,"240D","208Y",2020-11-01,126.3
"205","MIT-DRY-137",2019,6,"hps",4545,3906.72,"AL","3",225,"208D","480Y",2019-06-01,52.1
"206","MIT-DRY-137",2021,3,"hps",7000,3906.72,"AL","3",225,"208D","480Y",2021-03-01,143.4
"207","MIT-DRY-182",2020,3,"hps",4693,3906.72,"AL","3",225,"480D","480Y",2020-03-01,91.3
"208","MIT-DRY-182",2020,5,"hps",4850,3906.72,"AL","3",225,"480D","480Y",2020-05-01,100
"209","MIT-DRY-182",2019,5,"hps",4693,3906.72,"AL","3",225,"480D","480Y",2019-05-01,47.7
"210","MIT-DRY-114",2022,1,"hps",4524,3895.11,"AL","3",150,"480D","240D/CT",2022-01-01,187.1
"211","MIT-DIT-114",2021,6,"hps",4996,3886,"AL","3",220,"480D","480Y",2021-06-01,156.6
"212","MIT-DRY-116",2021,5,"jeff",5848,3880,"AL","3",300,"480D","240D/CT",2021-05-01,152.1
"213","MIT-DRY-116",2021,10,"jeff",6550,3880,"AL","3",300,"480D","240D/CT",2021-10-01,174
"214","MIT-DRY-116",2021,12,"jeff",7055,3880,"AL","3",300,"480D","240D/CT",2021-12-01,182.7
"215","MIT-DRY-116",2021,9,"jeff",6150,3880,"AL","3",300,"480D","240D/CT",2021-09-01,169.7
"216","MIT-DRY-116",2021,3,"jeff",5852,3880,"AL","3",300,"480D","240D/CT",2021-03-01,143.4
"217","MIT-DRY-116",2021,4,"jeff",5850,3880,"AL","3",300,"480D","240D/CT",2021-04-01,147.9
"218","MIT-DRY-116",2020,10,"jeff",5678,3880,"AL","3",300,"480D","240D/CT",2020-10-01,121.9
"219","MIT-DRY-116",2021,10,"jeff",7055,3880,"AL","3",300,"480D","240D/CT",2021-10-01,174
"220","MIT-DRY-116",2021,6,"jeff",5848,3880,"AL","3",300,"480D","240D/CT",2021-06-01,156.6
"221","MIT-DRY-116",2019,5,"jeff",5676,3880,"AL","3",300,"480D","240D/CT",2019-05-01,47.7
"222","MIT-DRY-116",2021,9,"jeff",7055,3880,"AL","3",300,"480D","240D/CT",2021-09-01,169.7
"223","MIT-DRY-138",2021,8,"jeff",9509,3880,"AL","3",300,"208D","480Y",2021-08-01,165.3
"224","MIT-DRY-138",2022,3,"jeff",10859,3880,"AL","3",300,"208D","480Y",2022-03-01,195.6
"225","MIT-DRY-138",2021,11,"jeff",10181,3880,"AL","3",300,"208D","480Y",2021-11-01,178.4
"226","MIT-DRY-114",2022,3,"hps",4524,3845.11,"AL","3",150,"480D","240D/CT",2022-03-01,195.6
"227","MIT-DRY-137",2019,11,"hps",4945,3829,"AL","3",225,"208D","480Y",2019-11-01,74
"228","MIT-DRY-150",2018,8,"hps",4785,3827.88,"AL","3",150,"480D","380x400x416Y",2018-08-01,8.7
"229","MIT-DRY-150",2019,1,"hps",4785,3827.88,"AL","3",150,"480D","380x400x416Y",2019-01-01,30.6
"230","MIT-DRY-150",2019,4,"hps",4981,3779.97,"AL","3",150,"480D","380x400x416Y",2019-04-01,43.4
"231","MIT-DRY-150",2020,1,"hps",5264,3779.97,"AL","3",150,"480D","380x400x416Y",2020-01-01,82.7
"232","MIT-DRY-150",2020,11,"hps",5308,3779.97,"AL","3",150,"480D","380x400x416Y",2020-11-01,126.3
"233","MIT-DRY-150",2019,3,"hps",4981,3779.97,"AL","3",150,"480D","380x400x416Y",2019-03-01,39
"234","MIT-DRY-150",2020,3,"hps",5500,3779.97,"AL","3",150,"480D","380x400x416Y",2020-03-01,91.3
"235","MIT-DRY-150",2020,10,"hps",5715,3779.97,"AL","3",150,"480D","380x400x416Y",2020-10-01,121.9
"236","MIT-DRY-150",2020,2,"hps",5264,3779.97,"AL","3",150,"480D","380x400x416Y",2020-02-01,87.1
"237","MIT-DRY-150",2020,3,"hps",5308,3779.97,"AL","3",150,"480D","380x400x416Y",2020-03-01,91.3
"238","MIT-DRY-150",2019,12,"hps",5264,3779.97,"AL","3",150,"480D","380x400x416Y",2019-12-01,78.3
"239","MIT-DRY-150",2019,9,"hps",4831,3779.97,"AL","3",150,"480D","380x400x416Y",2019-09-01,65.3
"240","MIT-DRY-192",2022,2,"mgm",8287,3754,"AL","3",150,"208D","380x400x416Y",2022-02-01,191.6
"241","MIT-DRY-115",2018,7,"hps",3849,3697.05,"AL","3",225,"480D","240D/CT",2018-07-01,4.3
